model,soc,soh,battery_temp,battery_capacity_kwh,model_cluster
i5 xdrive40 touring (my25),69.07355704,99.98479408,31.42513805,81.2,1
i5 xdrive40 touring (my25),69.07355704,99.98455259,27.58456494,81.2,1
mustang mach-e er awd (my25),59.31607789,99.98408222,27.79761185,88.0,2
emeya r,49.12142786,99.98359141,25.31427624,98.9,3
emeya r,49.12142786,99.98334942,32.99828018,98.9,3
emeya r,49.12142786,99.98311274,29.30447162,98.9,3
emeya r,49.12142786,99.98286535,28.2596936,98.9,3
emeya r,49.12142786,99.98262933,30.76943019,98.9,3
emeya r,49.12142786,99.98238368,32.69943448,98.9,3
emeya r,49.12142786,99.98215069,30.01573428,98.9,3
emeya r,49.12142786,99.98190638,30.17858603,98.9,3
emeya r,49.12142786,99.98166506,30.45094472,98.9,3
emeya r,49.12142786,99.98143061,31.83609417,98.9,3
ev6 gt,38.41908414,99.98095608,29.57583668,80.0,0
ev6 gt,27.92911467,99.98047651,31.0068542,80.0,0
ev6 gt,27.92911467,99.98022319,31.70801634,80.0,0
ev6 gt,27.92911467,99.979987,30.32353025,80.0,0
ev6 gt,27.92911467,99.97974723,32.17188042,80.0,0
ev6 gt,27.92911467,99.97950404,27.1078386,80.0,0
ev6 gt,27.92911467,99.97926422,27.74886915,80.0,0
ev6 gt,27.92911467,99.97902634,32.9940846,80.0,0
ev6 gt,27.92911467,99.97877415,28.9690069,80.0,0
ev6 gt,27.92911467,99.97853451,31.12010948,80.0,0
ev6 gt,27.92911467,99.97828345,30.57532913,80.0,0
ev6 gt,27.92911467,99.97804254,27.62208272,80.0,0
ev6 gt,27.92911467,99.97780387,31.04818918,80.0,0
ev6 gt,27.92911467,99.97756179,31.10526322,80.0,0
ev6 gt,27.92911467,99.97732536,32.628882,80.0,0
ev6 gt,27.92911467,99.97707783,32.14602843,80.0,0
ev6 gt,27.92911467,99.97684206,28.39581906,80.0,0
3 long range performance,80.0,99.97615908,28.83848736,107.0,4
i5 xdrive40 touring (my25),69.24025582,99.97567705,33.49449348,81.2,1
i5 xdrive40 touring (my25),69.24025582,99.97544225,29.8710202,81.2,1
i5 xdrive40 touring (my25),69.24025582,99.97520294,31.54127506,81.2,1
i5 xdrive40 touring (my25),69.24025582,99.97496566,31.97476979,81.2,1
mustang mach-e er awd (my25),58.40278249,99.97447942,29.77177781,88.0,2
emeya r,47.90581725,99.9740074,27.15904229,98.9,3
ev6 gt,36.72535347,99.97351092,27.55846031,80.0,0
ev6 gt,36.72535347,99.9732675,31.18847388,80.0,0
ev6 gt,36.72535347,99.97301738,29.23834281,80.0,0
ev6 gt,36.72535347,99.9727666,30.1737584,80.0,0
ev6 gt,36.72535347,99.97253334,31.72574735,80.0,0
ev6 gt,36.72535347,99.97229742,30.34482438,80.0,0
ev6 gt,36.72535347,99.97205203,27.98239161,80.0,0
ev6 gt,36.72535347,99.97181781,28.66534901,80.0,0
ev6 gt,36.72535347,99.97156478,31.2933447,80.0,0
ev6 gt,36.72535347,99.97132667,28.58631763,80.0,0
ev6 gt,36.72535347,99.97109571,30.27159917,80.0,0
ev6 gt,36.72535347,99.97086328,31.80129422,80.0,0
ev6 gt,36.72535347,99.97061903,30.96040522,80.0,0
ev6 gt,36.72535347,99.9703835,29.91523796,80.0,0
ev6 gt,36.72535347,99.97014232,26.88064394,80.0,0
ev6 gt,36.72535347,99.96990764,27.32693392,80.0,0
ev6 gt,36.72535347,99.96966674,29.64605318,80.0,0
ev6 gt,25.01449945,99.96919442,28.72603559,80.0,0
3 long range performance,80.0,99.96849836,28.3226878,107.0,4
3 long range performance,80.0,99.96825222,30.89259395,107.0,4
3 long range performance,80.0,99.96802184,32.75473023,107.0,4
3 long range performance,80.0,99.96778308,26.53760116,107.0,4
i5 xdrive40 touring (my25),68.29328211,99.96728032,30.87829489,81.2,1
mustang mach-e er awd (my25),56.70292265,99.96678202,30.50849538,88.0,2
emeya r,46.23066234,99.96631612,27.5370366,98.9,3
emeya r,46.23066234,99.96607278,27.67066618,98.9,3
emeya r,46.23066234,99.96582921,29.21579678,98.9,3
emeya r,46.23066234,99.96559026,32.3194778,98.9,3
emeya r,46.23066234,99.96535731,29.3777951,98.9,3
emeya r,46.23066234,99.96511712,31.64392447,98.9,3
emeya r,46.23066234,99.96487694,29.00091866,98.9,3
emeya r,46.23066234,99.96462437,29.92814832,98.9,3
emeya r,46.23066234,99.9643875,32.12608765,98.9,3
emeya r,46.23066234,99.96414093,32.54743645,98.9,3
emeya r,46.23066234,99.96390559,30.52370723,98.9,3
emeya r,46.23066234,99.96367177,31.80544045,98.9,3
emeya r,46.23066234,99.96342265,32.49061316,98.9,3
ev6 gt,35.0496075,99.96295823,29.72410423,80.0,0
ev6 gt,25.38358394,99.96248392,31.39896148,80.0,0
ev6 gt,25.38358394,99.96223227,31.11732833,80.0,0
ev6 gt,25.38358394,99.96199433,30.4771641,80.0,0
ev6 gt,25.38358394,99.96175155,26.24106514,80.0,0
ev6 gt,25.38358394,99.96152017,29.5862156,80.0,0
ev6 gt,25.38358394,99.96126727,28.82134341,80.0,0
ev6 gt,25.38358394,99.9610192,31.27764501,80.0,0
ev6 gt,25.38358394,99.96077551,33.19306432,80.0,0
ev6 gt,25.38358394,99.96053373,33.42104583,80.0,0
ev6 gt,25.38358394,99.96029232,29.37451349,80.0,0
3 long range performance,80.0,99.95959877,28.70635343,107.0,4
i5 xdrive40 touring (my25),69.59576695,99.95910064,27.45548927,81.2,1
i5 xdrive40 touring (my25),69.59576695,99.95886453,29.01605665,81.2,1
i5 xdrive40 touring (my25),69.59576695,99.95861506,31.96592763,81.2,1
i5 xdrive40 touring (my25),69.59576695,99.95838387,30.13998143,81.2,1
i5 xdrive40 touring (my25),69.59576695,99.95814375,31.63524713,81.2,1
i5 xdrive40 touring (my25),69.59576695,99.95788993,28.62809303,81.2,1
i5 xdrive40 touring (my25),69.59576695,99.95764317,29.75234646,81.2,1
i5 xdrive40 touring (my25),69.59576695,99.95739208,33.07279205,81.2,1
i5 xdrive40 touring (my25),69.59576695,99.95714247,33.01531863,81.2,1
i5 xdrive40 touring (my25),69.59576695,99.95690228,31.68796424,81.2,1
i5 xdrive40 touring (my25),69.59576695,99.95666251,28.75945163,81.2,1
i5 xdrive40 touring (my25),69.59576695,99.95643203,27.55840166,81.2,1
mustang mach-e er awd (my25),59.12641192,99.95593818,26.24524086,88.0,2
emeya r,48.98693905,99.95547093,29.27581049,98.9,3
emeya r,48.98693905,99.95523218,30.1855108,98.9,3
emeya r,48.98693905,99.95498505,34.51917754,98.9,3
emeya r,48.98693905,99.95475387,28.37505165,98.9,3
emeya r,48.98693905,99.95450815,31.03219349,98.9,3
emeya r,48.98693905,99.95427209,30.13213818,98.9,3
emeya r,48.98693905,99.95402875,30.66584608,98.9,3
emeya r,48.98693905,99.95378539,25.91286331,98.9,3
emeya r,48.98693905,99.95353852,28.25315555,98.9,3
emeya r,48.98693905,99.95328733,29.43444289,98.9,3
emeya r,39.0545285,99.95280226,27.46493339,98.9,3
ev6 gt,28.40245713,99.95229538,30.87190791,80.0,0
ev6 gt,28.40245713,99.95204715,28.49158473,80.0,0
ev6 gt,28.40245713,99.95179575,30.91315487,80.0,0
ev6 gt,28.40245713,99.9515437,28.02064377,80.0,0
ev6 gt,28.40245713,99.95129086,29.92492341,80.0,0
ev6 gt,28.40245713,99.95106071,29.95766919,80.0,0
ev6 gt,28.40245713,99.95081013,32.66706384,80.0,0
ev6 gt,28.40245713,99.95056296,31.48274245,80.0,0
ev6 gt,28.40245713,99.95032211,28.72979883,80.0,0
ev6 gt,28.40245713,99.95008107,27.99112565,80.0,0
ev6 gt,28.40245713,99.94984485,29.99861791,80.0,0
ev6 gt,28.40245713,99.94960319,29.4553503,80.0,0
3 long range performance,80.0,99.94890323,31.96966509,107.0,4
i5 xdrive40 touring (my25),69.75888772,99.94842872,33.07459851,81.2,1
i5 xdrive40 touring (my25),69.75888772,99.94819522,29.3302515,81.2,1
i5 xdrive40 touring (my25),69.75888772,99.94795323,27.40473465,81.2,1
i5 xdrive40 touring (my25),69.75888772,99.9477104,32.47077296,81.2,1
i5 xdrive40 touring (my25),69.75888772,99.94747331,30.54630715,81.2,1
i5 xdrive40 touring (my25),69.75888772,99.94722459,33.11396855,81.2,1
i5 xdrive40 touring (my25),69.75888772,99.94698664,32.36026414,81.2,1
i5 xdrive40 touring (my25),69.75888772,99.94674095,30.99992256,81.2,1
i5 xdrive40 touring (my25),69.75888772,99.94648997,30.46737122,81.2,1
i5 xdrive40 touring (my25),69.75888772,99.9462384,27.92599497,81.2,1
mustang mach-e er awd (my25),58.16697733,99.94575494,30.74387771,88.0,2
emeya r,46.80366111,99.94526156,26.41722858,98.9,3
emeya r,46.80366111,99.94502539,27.55872415,98.9,3
emeya r,46.80366111,99.94478474,29.21243022,98.9,3
emeya r,46.80366111,99.94455476,28.90042078,98.9,3
emeya r,46.80366111,99.94430439,27.40987598,98.9,3
emeya r,46.80366111,99.94407301,29.18447954,98.9,3
emeya r,46.80366111,99.94383909,28.39565312,98.9,3
emeya r,46.80366111,99.94359403,25.63129649,98.9,3
emeya r,46.80366111,99.94336213,28.57992722,98.9,3
emeya r,46.80366111,99.94311756,28.02265739,98.9,3
emeya r,46.80366111,99.94286554,26.46905148,98.9,3
emeya r,46.80366111,99.9426142,30.93163643,98.9,3
ev6 gt,36.69912392,99.94214951,25.97006243,80.0,0
ev6 gt,26.55508664,99.94164801,30.84616638,80.0,0
ev6 gt,26.55508664,99.94139618,28.66072879,80.0,0
ev6 gt,26.55508664,99.94114634,32.34822785,80.0,0
ev6 gt,26.55508664,99.9408966,28.1476331,80.0,0
ev6 gt,26.55508664,99.94065473,29.10921915,80.0,0
ev6 gt,26.55508664,99.9404067,29.55323141,80.0,0
ev6 gt,26.55508664,99.94016179,29.65888395,80.0,0
ev6 gt,26.55508664,99.93990986,28.93239664,80.0,0
ev6 gt,26.55508664,99.93966751,30.55760647,80.0,0
ev6 gt,26.55508664,99.93943228,30.90174318,80.0,0
3 long range performance,80.0,99.93872637,30.9176199,107.0,4
i5 xdrive40 touring (my25),68.58930652,99.93822614,33.37139984,81.2,1
i5 xdrive40 touring (my25),68.58930652,99.93799053,31.11719574,81.2,1
i5 xdrive40 touring (my25),68.58930652,99.93774032,31.74908344,81.2,1
i5 xdrive40 touring (my25),68.58930652,99.93750022,28.94724943,81.2,1
i5 xdrive40 touring (my25),68.58930652,99.93726867,28.20902556,81.2,1
i5 xdrive40 touring (my25),68.58930652,99.93702096,34.01139255,81.2,1
i5 xdrive40 touring (my25),68.58930652,99.93677981,28.28930983,81.2,1
i5 xdrive40 touring (my25),68.58930652,99.93654002,33.57941973,81.2,1
i5 xdrive40 touring (my25),68.58930652,99.93629322,31.33643569,81.2,1
i5 xdrive40 touring (my25),68.58930652,99.93604057,29.04917568,81.2,1
i5 xdrive40 touring (my25),68.58930652,99.93578905,31.50300854,81.2,1
i5 xdrive40 touring (my25),68.58930652,99.93554748,30.20745787,81.2,1
mustang mach-e er awd (my25),58.31547821,99.93507551,28.97546491,88.0,2
emeya r,48.20522597,99.93457839,31.61305954,98.9,3
emeya r,48.20522597,99.93434466,29.37699745,98.9,3
emeya r,48.20522597,99.9341069,27.27534938,98.9,3
emeya r,48.20522597,99.93386745,29.84871548,98.9,3
emeya r,48.20522597,99.93363142,29.71598414,98.9,3
emeya r,48.20522597,99.93339341,31.99416411,98.9,3
emeya r,48.20522597,99.93315573,33.00301683,98.9,3
emeya r,48.20522597,99.93292297,31.93514952,98.9,3
emeya r,48.20522597,99.93267134,28.68919412,98.9,3
emeya r,48.20522597,99.93243661,30.72133473,98.9,3
ev6 gt,38.44744385,99.93196608,28.77312346,80.0,0
ev6 gt,26.84127345,99.93148804,33.13802556,80.0,0
ev6 gt,26.84127345,99.93123861,29.70077563,80.0,0
ev6 gt,26.84127345,99.93100485,30.09543576,80.0,0
ev6 gt,26.84127345,99.93076702,34.9582293,80.0,0
ev6 gt,26.84127345,99.93053606,31.2752606,80.0,0
ev6 gt,26.84127345,99.9302835,33.75572027,80.0,0
ev6 gt,26.84127345,99.93003356,31.70658222,80.0,0
ev6 gt,26.84127345,99.92979428,32.02825225,80.0,0
ev6 gt,26.84127345,99.92954485,31.63999914,80.0,0
ev6 gt,26.84127345,99.92931085,27.97824527,80.0,0
ev6 gt,26.84127345,99.92907181,29.64022766,80.0,0
ev6 gt,26.84127345,99.92882893,28.57194851,80.0,0
ev6 gt,26.84127345,99.9285784,27.09495951,80.0,0
ev6 gt,26.84127345,99.92833461,29.53330303,80.0,0
ev6 gt,26.84127345,99.92809135,29.72577386,80.0,0
ev6 gt,26.84127345,99.92784231,28.96929233,80.0,0
3 long range performance,80.0,99.92715237,27.54495871,107.0,4
i5 xdrive40 touring (my25),69.87241616,99.92665221,33.3667137,81.2,1
i5 xdrive40 touring (my25),69.87241616,99.92640804,30.86622334,81.2,1
i5 xdrive40 touring (my25),69.87241616,99.92617211,29.74313011,81.2,1
i5 xdrive40 touring (my25),69.87241616,99.92592122,28.05070954,81.2,1
mustang mach-e er awd (my25),59.10598308,99.92542441,29.92701346,88.0,2
emeya r,48.15650176,99.92492939,31.38219189,98.9,3
ev6 gt,37.96168396,99.92445673,28.90218562,80.0,0
ev6 gt,37.96168396,99.92422045,26.60871454,80.0,0
ev6 gt,37.96168396,99.92398946,29.14160395,80.0,0
ev6 gt,37.96168396,99.92375297,31.59785756,80.0,0
ev6 gt,37.96168396,99.92350024,31.80445852,80.0,0
ev6 gt,37.96168396,99.92324845,30.09237031,80.0,0
ev6 gt,37.96168396,99.92300106,26.9245779,80.0,0
ev6 gt,37.96168396,99.92276428,29.92700622,80.0,0
ev6 gt,37.96168396,99.92253363,23.02517449,80.0,0
ev6 gt,37.96168396,99.92229851,28.64625473,80.0,0
ev6 gt,37.96168396,99.92204867,29.52848617,80.0,0
ev6 gt,37.96168396,99.92180414,29.65547399,80.0,0
ev6 gt,37.96168396,99.92155476,30.3199819,80.0,0
ev6 gt,37.96168396,99.92130728,29.59628366,80.0,0
ev6 gt,37.96168396,99.92107695,29.95710949,80.0,0
ev6 gt,37.96168396,99.92082907,30.4370504,80.0,0
ev6 gt,37.96168396,99.92058517,30.3513955,80.0,0
ev6 gt,27.01347911,99.92010304,29.7617451,80.0,0
3 long range performance,80.0,99.91942897,33.89539159,107.0,4
3 long range performance,80.0,99.91918586,30.28026883,107.0,4
3 long range performance,80.0,99.91895277,29.50339677,107.0,4
3 long range performance,80.0,99.9187118,27.49160417,107.0,4
i5 xdrive40 touring (my25),68.81266542,99.91822766,33.44751607,81.2,1
mustang mach-e er awd (my25),58.92578772,99.91775893,31.00150411,88.0,2
emeya r,49.13949935,99.91726274,29.88737764,98.9,3
emeya r,49.13949935,99.91703224,33.8616587,98.9,3
emeya r,49.13949935,99.91678422,28.92541281,98.9,3
emeya r,49.13949935,99.91655365,29.74693761,98.9,3
emeya r,49.13949935,99.91631142,27.2602913,98.9,3
emeya r,49.13949935,99.91606917,32.30154049,98.9,3
emeya r,49.13949935,99.9158262,30.01306447,98.9,3
emeya r,49.13949935,99.91557676,30.13739339,98.9,3
emeya r,49.13949935,99.91533971,32.36100453,98.9,3
emeya r,49.13949935,99.91510952,31.03103122,98.9,3
emeya r,49.13949935,99.91485561,31.93484336,98.9,3
emeya r,49.13949935,99.91461258,29.10449948,98.9,3
emeya r,49.13949935,99.91435899,33.91778321,98.9,3
emeya r,38.87798128,99.91389302,31.0763624,98.9,3
ev6 gt,27.76662117,99.91342321,29.62749634,80.0,0
ev6 gt,27.76662117,99.91317125,24.73903529,80.0,0
ev6 gt,27.76662117,99.91292285,30.81379107,80.0,0
ev6 gt,27.76662117,99.91269098,29.25882318,80.0,0
ev6 gt,27.76662117,99.91243757,29.43568758,80.0,0
ev6 gt,27.76662117,99.91218749,26.63011119,80.0,0
ev6 gt,27.76662117,99.91193443,27.71047479,80.0,0
ev6 gt,27.76662117,99.9116992,31.19742649,80.0,0
ev6 gt,27.76662117,99.91144774,30.15916925,80.0,0
ev6 gt,27.76662117,99.9112056,26.616398,80.0,0
3 long range performance,80.0,99.9104982,31.096266,107.0,4
i5 xdrive40 touring (my25),69.885556,99.91000275,34.07711609,81.2,1
i5 xdrive40 touring (my25),69.885556,99.90975327,28.65047464,81.2,1
i5 xdrive40 touring (my25),69.885556,99.90950075,28.57213773,81.2,1
i5 xdrive40 touring (my25),69.885556,99.90924813,25.8394034,81.2,1
i5 xdrive40 touring (my25),69.885556,99.90900321,32.57623903,81.2,1
i5 xdrive40 touring (my25),69.885556,99.90875771,27.6868474,81.2,1
i5 xdrive40 touring (my25),69.885556,99.9085101,31.45167788,81.2,1
i5 xdrive40 touring (my25),69.885556,99.90827869,29.90623005,81.2,1
i5 xdrive40 touring (my25),69.885556,99.90803352,31.52599248,81.2,1
i5 xdrive40 touring (my25),69.885556,99.90778008,32.87762629,81.2,1
i5 xdrive40 touring (my25),69.885556,99.90753948,32.94891606,81.2,1
i5 xdrive40 touring (my25),69.885556,99.90729935,33.25861151,81.2,1
mustang mach-e er awd (my25),58.38586279,99.90680508,30.9926922,88.0,2
emeya r,48.71888316,99.90631491,29.3561334,98.9,3
emeya r,48.71888316,99.90606941,26.2159129,98.9,3
emeya r,48.71888316,99.90582048,33.40452776,98.9,3
emeya r,48.71888316,99.90559001,29.54878002,98.9,3
emeya r,48.71888316,99.90535991,30.04868382,98.9,3
emeya r,48.71888316,99.9051276,28.18332246,98.9,3
emeya r,48.71888316,99.90487486,31.52468153,98.9,3
emeya r,48.71888316,99.90463303,28.39481732,98.9,3
emeya r,48.71888316,99.90437975,33.67592853,98.9,3
emeya r,48.71888316,99.90413895,32.32146307,98.9,3
ev6 gt,37.50679878,99.90367802,28.10013212,80.0,0
ev6 gt,27.77998111,99.90321526,28.3665014,80.0,0
ev6 gt,27.77998111,99.90296149,34.36116334,80.0,0
ev6 gt,27.77998111,99.90272742,27.96901223,80.0,0
ev6 gt,27.77998111,99.90249489,27.90106614,80.0,0
ev6 gt,27.77998111,99.90224688,30.07727135,80.0,0
ev6 gt,27.77998111,99.90201673,27.20252269,80.0,0
ev6 gt,27.77998111,99.90177871,28.22128113,80.0,0
ev6 gt,27.77998111,99.90152682,31.14982575,80.0,0
ev6 gt,27.77998111,99.90127666,28.64803432,80.0,0
ev6 gt,27.77998111,99.90102432,27.56204599,80.0,0
ev6 gt,27.77998111,99.90077336,30.1344284,80.0,0
ev6 gt,27.77998111,99.90053888,32.50790542,80.0,0
3 long range performance,80.0,99.89987718,30.46314749,107.0,4
i5 xdrive40 touring (my25),69.50951641,99.89939771,31.31227566,81.2,1
i5 xdrive40 touring (my25),69.50951641,99.89914777,32.09677191,81.2,1
i5 xdrive40 touring (my25),69.50951641,99.89891764,30.62563462,81.2,1
i5 xdrive40 touring (my25),69.50951641,99.89867035,31.05178574,81.2,1
i5 xdrive40 touring (my25),69.50951641,99.89843612,30.90332171,81.2,1
i5 xdrive40 touring (my25),69.50951641,99.89818382,27.18035859,81.2,1
i5 xdrive40 touring (my25),69.50951641,99.89793284,29.67323248,81.2,1
i5 xdrive40 touring (my25),69.50951641,99.89769094,28.28679704,81.2,1
i5 xdrive40 touring (my25),69.50951641,99.89745151,28.43164227,81.2,1
i5 xdrive40 touring (my25),69.50951641,99.89721724,32.34290689,81.2,1
mustang mach-e er awd (my25),58.90736761,99.89672324,27.63416204,88.0,2
emeya r,48.8892326,99.89625558,29.61885602,98.9,3
emeya r,48.8892326,99.89601552,34.55250909,98.9,3
emeya r,48.8892326,99.89577359,27.74029445,98.9,3
emeya r,48.8892326,99.89551975,35.58808365,98.9,3
emeya r,48.8892326,99.89527512,31.1142757,98.9,3
emeya r,48.8892326,99.89503242,29.57461578,98.9,3
emeya r,48.8892326,99.89478822,26.75721801,98.9,3
emeya r,48.8892326,99.89453677,31.73414246,98.9,3
emeya r,48.8892326,99.89429702,30.26590593,98.9,3
emeya r,48.8892326,99.8940527,30.59486294,98.9,3
emeya r,48.8892326,99.8938164,29.93718059,98.9,3
emeya r,48.8892326,99.89357583,32.05257667,98.9,3
ev6 gt,38.25573808,99.89310106,29.39987868,80.0,0
ev6 gt,27.81598497,99.89260221,32.03274646,80.0,0
ev6 gt,27.81598497,99.89236012,26.06987348,80.0,0
ev6 gt,27.81598497,99.89212205,28.43865002,80.0,0
ev6 gt,27.81598497,99.89189071,31.44290725,80.0,0
ev6 gt,27.81598497,99.89166081,31.01670237,80.0,0
ev6 gt,27.81598497,99.89142826,31.86263807,80.0,0
ev6 gt,27.81598497,99.89118524,32.06430104,80.0,0
ev6 gt,27.81598497,99.89095313,32.41593603,80.0,0
ev6 gt,27.81598497,99.89070101,26.03240326,80.0,0
ev6 gt,27.81598497,99.89046259,28.65492009,80.0,0
3 long range performance,80.0,99.88977885,31.40007282,107.0,4
i5 xdrive40 touring (my25),68.8456581,99.88931247,31.03613996,81.2,1
i5 xdrive40 touring (my25),68.8456581,99.88906154,26.39361478,81.2,1
i5 xdrive40 touring (my25),68.8456581,99.88881693,27.91816089,81.2,1
i5 xdrive40 touring (my25),68.8456581,99.88858248,31.7943209,81.2,1
i5 xdrive40 touring (my25),68.8456581,99.88833786,27.21900163,81.2,1
i5 xdrive40 touring (my25),68.8456581,99.88809864,31.58191322,81.2,1
i5 xdrive40 touring (my25),68.8456581,99.8878461,30.80633098,81.2,1
i5 xdrive40 touring (my25),68.8456581,99.88761087,32.48432333,81.2,1
i5 xdrive40 touring (my25),68.8456581,99.88735965,29.3195368,81.2,1
i5 xdrive40 touring (my25),68.8456581,99.88711001,30.49744025,81.2,1
i5 xdrive40 touring (my25),68.8456581,99.88687559,31.8678242,81.2,1
i5 xdrive40 touring (my25),68.8456581,99.88663068,31.7228984,81.2,1
mustang mach-e er awd (my25),59.13754519,99.88614957,34.27744535,88.0,2
emeya r,47.5895069,99.88564962,32.31911792,98.9,3
emeya r,47.5895069,99.88540246,31.21440282,98.9,3
emeya r,47.5895069,99.88515367,28.58057993,98.9,3
emeya r,47.5895069,99.88490293,29.61597913,98.9,3
emeya r,47.5895069,99.88466327,29.4950377,98.9,3
emeya r,47.5895069,99.88443131,26.81595172,98.9,3
emeya r,47.5895069,99.88418689,29.72239727,98.9,3
emeya r,47.5895069,99.88395414,31.47303533,98.9,3
emeya r,47.5895069,99.88372392,34.04857753,98.9,3
emeya r,47.5895069,99.88348888,29.54559674,98.9,3
ev6 gt,37.44339635,99.88301601,28.80274266,80.0,0
ev6 gt,27.68897297,99.88252727,31.95462883,80.0,0
ev6 gt,27.68897297,99.88227367,28.9111679,80.0,0
ev6 gt,27.68897297,99.8820294,26.88329234,80.0,0
ev6 gt,27.68897297,99.88177681,32.52220306,80.0,0
ev6 gt,27.68897297,99.8815379,30.09503829,80.0,0
ev6 gt,27.68897297,99.8813006,27.14271938,80.0,0
ev6 gt,27.68897297,99.8810665,30.64102332,80.0,0
ev6 gt,27.68897297,99.88081536,30.73567522,80.0,0
ev6 gt,27.68897297,99.88056379,31.43174364,80.0,0
ev6 gt,27.68897297,99.8803308,30.0570927,80.0,0
ev6 gt,27.68897297,99.88007813,27.23235521,80.0,0
ev6 gt,27.68897297,99.87983812,26.61232655,80.0,0
ev6 gt,27.68897297,99.87959962,30.73896505,80.0,0
ev6 gt,27.68897297,99.87935429,32.53883599,80.0,0
ev6 gt,27.68897297,99.87910694,28.82785662,80.0,0
ev6 gt,27.68897297,99.87886106,27.15680797,80.0,0
3 long range performance,80.0,99.8781664,30.73302825,107.0,4
i5 xdrive40 touring (my25),68.86563466,99.8776972,30.46822748,81.2,1
i5 xdrive40 touring (my25),68.86563466,99.87745314,30.76456299,81.2,1
i5 xdrive40 touring (my25),68.86563466,99.87720519,26.81341246,81.2,1
i5 xdrive40 touring (my25),68.86563466,99.87697298,33.68817771,81.2,1
mustang mach-e er awd (my25),57.67952192,99.87649688,29.86730393,88.0,2
emeya r,45.9803905,99.87602229,29.69274963,98.9,3
ev6 gt,35.47189165,99.87556017,32.66964992,80.0,0
ev6 gt,35.47189165,99.87532966,22.98009294,80.0,0
ev6 gt,35.47189165,99.87509755,26.39628608,80.0,0
ev6 gt,35.47189165,99.87484437,33.03312931,80.0,0
